id,long,lat,ECO_CODE,WWF_MHTNUM,C:wdist3,C:wdist4,C:wdist5,C:wdist6,C:wdist7,C:wdist8,C:ones3,C:ones4,C:ones5,C:ones6,C:ones7,C:ones8,C:sizes3,C:sizes4,C:sizes5,C:sizes6,C:sizes7,C:sizes8
enabled_col,0,0,F,F,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
152016,87.6923,31.16038,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152017,88.2172,31.16038,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152018,88.7421,31.16038,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152019,89.267,31.16038,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152020,89.7919,31.16038,PA1020,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152021,90.3168,31.16038,PA1020,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152022,90.8416,31.16038,PA1020,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152023,91.3665,31.16038,PA1020,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152024,91.8914,31.16038,PA1020,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152025,92.4163,31.16038,PA1020,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152026,92.9412,31.16038,PA1020,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152027,93.4661,31.16038,PA1017,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152028,93.991,31.16038,PA0516,E:ba5,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152029,94.5159,31.16038,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
152030,95.0407,31.16038,PA0516,E:ba5,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
152031,95.5656,31.16038,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152032,96.0905,31.16038,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
152033,96.6154,31.16038,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
152034,97.1403,31.16038,PA0516,E:ba5,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
152035,97.6652,31.16038,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S1,S1,S1,S1,S1,S1,S0,S0,S1,S1,S1,S1
152036,98.1901,31.16038,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S1,S1,S1,S1,S1,S1,S0,S0,S1,S1,S1,S1
152037,98.7149,31.16038,PA0509,E:ba5,S0,S0,S0,S1,S1,S1,S1,S1,S1,S1,S1,S1,S0,S0,S1,S1,S1,S1
152038,99.2398,31.16038,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S1,S1,S1,S1,S1,S1,S0,S0,S1,S1,S1,S1
152039,99.7647,31.16038,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S1,S1,S1,S1,S1,S1,S0,S0,S1,S1,S1,S1
152040,100.2896,31.16038,PA0509,E:ba5,S0,S0,S0,S1,S1,S1,S1,S1,S1,S1,S1,S1,S0,S0,S1,S1,S1,S1
152041,100.8145,31.16038,PA0509,E:ba5,S0,S0,S0,S1,S1,S1,S1,S1,S1,S1,S1,S1,S0,S0,S1,S1,S1,S1
152042,101.3394,31.16038,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152043,101.8643,31.16038,PA0518,E:ba5,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
152044,102.3892,31.16038,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
152045,102.914,31.16038,PA0518,E:ba5,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152046,103.4389,31.16038,PA0518,E:ba5,S2,S3,S4,S5,S6,S7,S1,S1,S1,S1,S1,S1,S0,S0,S1,S1,S1,S1
152047,103.9638,31.16038,PA0417,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S3,S1,S1,S2,S3,S3,S3
152048,104.4887,31.16038,PA0437,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S3,S1,S1,S2,S3,S3,S3
152049,105.0136,31.16038,PA0437,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152050,105.5385,31.16038,PA0437,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152051,106.0634,31.16038,PA0437,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152052,106.5883,31.16038,PA0437,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152053,107.1131,31.16038,PA0437,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152054,107.638,31.16038,PA0417,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152055,108.1629,31.16038,PA0417,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152056,108.6878,31.16038,PA0417,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152057,109.2127,31.16038,PA0417,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152058,109.7376,31.16038,PA0417,E:bc4,S2,S3,S4,S5,S6,S7,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152059,110.2625,31.16038,PA0417,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152060,110.7873,31.16038,PA0417,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152061,111.3122,31.16038,PA0417,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152062,111.8371,31.16038,PA0417,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152063,112.362,31.16038,PA0417,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152064,112.8869,31.16038,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152065,113.4118,31.16038,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152066,113.9367,31.16038,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152067,114.4616,31.16038,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152068,114.9864,31.16038,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152069,115.5113,31.16038,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152070,116.0362,31.16038,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152071,116.5611,31.16038,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152072,117.086,31.16038,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152074,118.1358,31.16038,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152075,118.6606,31.16038,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152076,119.1855,31.16038,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152077,119.7104,31.16038,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152078,120.2353,31.16038,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152079,120.7602,31.16038,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152080,121.2851,31.16038,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152671,70.2423,30.71122,PA1307,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0
152672,70.7647,30.71122,IM1303,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0
152673,71.2872,30.71122,IM1302,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0
152674,71.8096,30.71122,IM1303,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0
152675,72.332,30.71122,IM1303,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0
152679,74.4217,30.71122,IM1303,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0
152680,74.9442,30.71122,IM1303,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0
152681,75.4666,30.71122,IM1303,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0
152682,75.989,30.71122,IM1303,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0
152683,76.5114,30.71122,IM1303,E:ca13,S1,S1,S1,S2,S2,S2,S2,S2,S3,S4,S4,S5,S2,S3,S4,S5,S6,S7
152684,77.0339,30.71122,IM1303,E:ca13,S1,S1,S1,S2,S2,S2,S2,S2,S3,S4,S4,S5,S2,S2,S3,S4,S5,S5
152685,77.5563,30.71122,IM0301,E:ea3,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S4,S5,S2,S3,S4,S5,S6,S7
152686,78.0787,30.71122,IM0301,E:ea3,S0,S0,S0,S1,S1,S1,S1,S1,S1,S1,S1,S1,S0,S0,S1,S1,S1,S1
152687,78.6011,30.71122,IM0403,E:bc4,S0,S0,S0,S1,S1,S1,S1,S1,S1,S1,S1,S1,S0,S0,S1,S1,S1,S1
152688,79.1236,30.71122,PA1021,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152689,79.646,30.71122,PA9999,E:aa-1,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
152690,80.1684,30.71122,PA1021,E:ab10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
152691,80.6909,30.71122,PA1021,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152692,81.2133,30.71122,PA1021,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152693,81.7357,30.71122,PA1021,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152694,82.2581,30.71122,PA9999,E:aa-1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152695,82.7806,30.71122,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152696,83.303,30.71122,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152697,83.8254,30.71122,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152698,84.3478,30.71122,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152699,84.8703,30.71122,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152700,85.3927,30.71122,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152701,85.9151,30.71122,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152702,86.4375,30.71122,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152703,86.96,30.71122,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152704,87.4824,30.71122,PA1002,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152705,88.0048,30.71122,PA1020,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152706,88.5273,30.71122,PA1020,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152707,89.0497,30.71122,PA1020,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152708,89.5721,30.71122,PA1020,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152709,90.0945,30.71122,PA1020,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152710,90.617,30.71122,PA1020,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152711,91.1394,30.71122,PA1020,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152712,91.6618,30.71122,PA1020,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152713,92.1842,30.71122,PA1017,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152714,92.7067,30.71122,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152715,93.2291,30.71122,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152716,93.7515,30.71122,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152717,94.2739,30.71122,PA0514,E:ba5,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
152718,94.7964,30.71122,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152719,95.3188,30.71122,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152720,95.8412,30.71122,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
152721,96.3637,30.71122,PA0516,E:ba5,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
152722,96.8861,30.71122,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
152723,97.4085,30.71122,PA0516,E:ba5,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
152724,97.9309,30.71122,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S1,S1,S1,S1,S1,S1,S0,S0,S1,S1,S1,S1
152725,98.4534,30.71122,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S1,S1,S1,S1,S1,S1,S0,S0,S1,S1,S1,S1
152726,98.9758,30.71122,PA0509,E:ba5,S0,S0,S0,S1,S1,S1,S1,S1,S1,S1,S1,S1,S0,S0,S1,S1,S1,S1
152727,99.4982,30.71122,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152728,100.0206,30.71122,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S1,S1,S1,S1,S1,S1,S0,S0,S1,S1,S1,S1
152729,100.5431,30.71122,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
152730,101.0655,30.71122,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S1,S1,S1,S1,S1,S1,S0,S0,S1,S1,S1,S1
152731,101.5879,30.71122,PA1017,E:ab10,S0,S0,S0,S1,S1,S1,S1,S1,S1,S1,S1,S1,S0,S0,S1,S1,S1,S1
152732,102.1103,30.71122,PA0518,E:ba5,S2,S3,S4,S5,S6,S7,S1,S1,S1,S1,S1,S1,S0,S0,S1,S1,S1,S1
152733,102.6328,30.71122,PA1017,E:ab10,S2,S3,S4,S5,S6,S7,S1,S1,S1,S1,S1,S1,S0,S0,S1,S1,S1,S1
152734,103.1552,30.71122,PA0518,E:ba5,S0,S0,S0,S1,S1,S1,S1,S1,S1,S1,S1,S1,S0,S0,S1,S1,S1,S1
152735,103.6776,30.71122,PA0437,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S3,S1,S1,S2,S3,S3,S3
152736,104.2,30.71122,PA0437,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S3,S1,S1,S2,S3,S3,S3
152737,104.7225,30.71122,PA0437,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S3,S1,S1,S2,S3,S3,S3
152738,105.2449,30.71122,PA0437,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S3,S1,S1,S2,S3,S3,S3
152739,105.7673,30.71122,PA0437,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152740,106.2898,30.71122,PA0437,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152741,106.8122,30.71122,PA0437,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152742,107.3346,30.71122,PA0417,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152743,107.857,30.71122,PA0417,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152744,108.3795,30.71122,PA0417,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152745,108.9019,30.71122,PA0101,E:eb1,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152746,109.4243,30.71122,PA0101,E:eb1,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152747,109.9467,30.71122,PA0101,E:eb1,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152748,110.4692,30.71122,PA0101,E:eb1,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152749,110.9916,30.71122,PA0101,E:eb1,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152750,111.514,30.71122,PA0417,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152751,112.0364,30.71122,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152752,112.5589,30.71122,PA0417,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152753,113.0813,30.71122,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152754,113.6037,30.71122,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152755,114.1262,30.71122,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152756,114.6486,30.71122,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152757,115.171,30.71122,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152758,115.6934,30.71122,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152759,116.2159,30.71122,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152760,116.7383,30.71122,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152761,117.2607,30.71122,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152762,117.7831,30.71122,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152763,118.3056,30.71122,PA0415,E:bc4,S2,S3,S4,S5,S6,S7,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152764,118.828,30.71122,PA0415,E:bc4,S2,S3,S4,S5,S6,S7,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152765,119.3504,30.71122,PA0415,E:bc4,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S1,S1,S2,S2,S2,S2
152766,119.8728,30.71122,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152767,120.3953,30.71122,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
152768,120.9177,30.71122,PA0415,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
153362,69.6101,30.26206,PA1307,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0
153363,70.1301,30.26206,PA1307,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0
153364,70.6501,30.26206,IM1303,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0
153365,71.1701,30.26206,IM1302,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0
153366,71.6902,30.26206,IM1303,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0
153367,72.2102,30.26206,IM1303,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0
153370,73.7702,30.26206,IM1303,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0
153371,74.2903,30.26206,IM1303,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0
153372,74.8103,30.26206,IM1303,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0
153373,75.3303,30.26206,IM1303,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0
153374,75.8503,30.26206,IM1303,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0
153375,76.3703,30.26206,IM1303,E:ca13,S1,S1,S1,S2,S2,S2,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0
153376,76.8904,30.26206,IM1303,E:ca13,S1,S1,S1,S2,S2,S2,S2,S2,S3,S4,S4,S5,S2,S3,S4,S5,S6,S7
153377,77.4104,30.26206,IM1303,E:ca13,S1,S1,S1,S2,S2,S2,S2,S2,S3,S4,S4,S5,S2,S3,S4,S5,S6,S7
153378,77.9304,30.26206,IM0166,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
153379,78.4504,30.26206,IM0166,E:eb1,S2,S2,S3,S4,S4,S4,S2,S2,S3,S4,S5,S6,S2,S2,S3,S4,S4,S4
153380,78.9705,30.26206,IM0301,E:ea3,S2,S2,S3,S4,S5,S5,S1,S1,S2,S3,S3,S3,S2,S2,S3,S4,S5,S5
153381,79.4905,30.26206,IM0403,E:bc4,S2,S3,S4,S5,S6,S7,S1,S1,S1,S1,S1,S1,S0,S0,S1,S1,S1,S1
